计数            温度            样品电压          样品电流          霍尔电势          磁场强度          励磁电流
982           296.4         0.0928        0.1413        0.2480        135.0         2.7800
983           296.4         0.0931        0.1414        0.2485        135.0         2.8030
984           296.4         0.0932        0.1414        0.2491        136.0         2.8240
985           296.4         0.0933        0.1414        0.2498        137.0         2.8430
986           296.4         0.0936        0.1414        0.2503        137.6         2.8580
987           296.4         0.0937        0.1414        0.2509        138.4         2.8740
988           296.4         0.0938        0.1414        0.2516        139.2         2.8740
989           296.4         0.0941        0.1414        0.2520        139.9         2.8910
990           296.4         0.0942        0.1414        0.2526        140.7         2.9010
991           296.4         0.0944        0.1414        0.2534        140.7         2.9230
992           296.4         0.0946        0.1413        0.2537        141.5         2.9340
993           296.4         0.0948        0.1414        0.2544        142.1         2.9540
994           296.4         0.0949        0.1414        0.2550        142.9         2.9710
995           296.4         0.0951        0.1414        0.2555        143.6         2.9870
996           296.4         0.0952        0.1414        0.2561        144.4         3.0020
997           296.4         0.0954        0.1414        0.2569        145.2         3.0020
998           296.4         0.0956        0.1414        0.2574        146.0         3.0210
999           296.4         0.0958        0.1414        0.2579        146.6         3.0310
1000          296.4         0.0959        0.1414        0.2585        146.6         3.0530
1001          296.4         0.0962        0.1414        0.2591        147.4         3.0730
1002          296.4         0.0963        0.1414        0.2597        148.6         3.0860
1003          296.4         0.0965        0.1414        0.2603        149.2         3.0860
1004          296.4         0.0967        0.1414        0.2610        149.2         3.1050
1005          296.4         0.0968        0.1414        0.2614        150.2         3.1270
1006          296.4         0.0970        0.1414        0.2621        151.0         3.1400
1007          296.4         0.0972        0.1414        0.2626        152.0         3.1400
1008          296.4         0.0974        0.1414        0.2631        152.0         3.1610
1009          296.4         0.0975        0.1414        0.2636        152.8         3.1820
1010          296.4         0.0977        0.1414        0.2643        153.7         3.2010
1011          296.4         0.0979        0.1414        0.2648        154.4         3.2160
1012          296.4         0.0980        0.1414        0.2654        155.0         3.2320
1013          296.4         0.0982        0.1414        0.2660        156.0         3.2320
1014          296.4         0.0984        0.1414        0.2665        156.6         3.2490
1015          296.4         0.0985        0.1414        0.2670        157.0         3.2600
1016          296.4         0.0986        0.1414        0.2668        157.0         3.2490
1017          296.4         0.0985        0.1414        0.2664        156.5         3.2360
1018          296.4         0.0983        0.1414        0.2663        156.1         3.2170
1019          296.4         0.0982        0.1414        0.2656        155.3         3.2000
1020          296.4         0.0981        0.1414        0.2652        154.9         3.1840
1021          296.4         0.0979        0.1414        0.2648        154.2         3.1690
1022          296.4         0.0978        0.1413        0.2640        153.6         3.1690
1023          296.4         0.0976        0.1413        0.2636        152.9         3.1510
